id,text,language,platform,label,user_location,timestamp,likes,shares,comments,engagement_rate,user_age,user_gender,device_type,post_type,sentiment_score,emotional_tone,has_media,account_type,activity_level,mood_keyword,follower_count,following_count,account_age_days,verified_status,content_reported,predicted_sentiment,confidence
106,我有无限的精力，今天能做任何事！,Mandarin,Twitter,Manic Episode,USA,2024-03-19 9:52,1854,835,1543,1.4802,27,Other,Desktop,Text,0.29,Very Negative,False,Business,Very High,Energetic,749035,2092,2498,False,True,depressive episode,26.529004329004337
107,أتمنى لو لم أكن موجودًا.,Mandarin,Twitter,Suicidal Ideation,France,2024-03-17 7:54,9552,940,2576,2.4764,58,Female,Tablet,Link,0.89,Negative,False,Influencer,Very High,Energetic,659066,705,3012,True,False,depressive episode,26.529004329004337
108,لا شيء يجلب لي السعادة بعد الآن.,Mandarin,Twitter,Depressive Episode,China,2024-03-8 15:23,7373,3144,2529,2.7157,23,Other,Desktop,Image,0.7,Very Positive,True,Influencer,Medium,Anxious,817369,2960,3061,False,False,depressive episode,26.529004329004337
109,"Everything feels amazing, I can do anything!",Mandarin,Twitter,Manic Episode,India,2024-03-9 18:1,1226,574,2237,0.7361,68,Male,Mobile,Link,0.92,Very Positive,True,Business,Very High,Sad,900846,3740,3031,False,False,manic episode,76.45743145743145
110,أشعر وكأنني أستطيع غزو العالم!,Mandarin,Facebook,Manic Episode,UK,2024-03-3 17:27,9611,4544,2750,2.2086,32,Male,Desktop,Link,-0.8,Neutral,False,Business,Very High,Energetic,196709,2793,2911,True,False,depressive episode,26.52900432900433
111,Nothing seems to matter anymore.,English,Facebook,Depressive Episode,Brazil,2024-03-6 1:50,5893,4534,974,4.1293,20,Male,Desktop,Text,0.56,Very Positive,True,Business,Low,Anxious,914023,1938,968,True,False,depressive episode,73.04213564213565
112,Estoy perdiendo el interés en todo.,Spanish,Twitter,Depressive Episode,Spain,2024-03-1 15:0,603,3937,1230,1.1182,22,Non-binary,Tablet,Link,-0.87,Very Positive,True,Business,Low,Sad,326718,2233,668,False,False,depressive episode,76.55981240981242
113,قلبي ينبض بسرعة، لا أستطيع التوقف عن الارتجاف!,Spanish,Facebook,Anxiety Crisis,Canada,2024-03-3 18:1,8393,4910,2268,1.867,36,Female,Tablet,Image,0.47,Neutral,True,Business,Very High,Calm,378632,3562,1116,True,False,depressive episode,26.52900432900433
114,قلبي ينبض بسرعة، لا أستطيع التوقف عن الارتجاف!,English,Facebook,Anxiety Crisis,Australia,2024-03-5 7:6,1674,2074,2413,1.5126,24,Female,Tablet,Link,-0.59,Negative,True,Anonymous,Very High,Energetic,353992,1499,2055,False,True,depressive episode,26.529004329004337
115,我喘不过气来了，好害怕！,English,Facebook,Anxiety Crisis,Germany,2024-03-23 17:26,6649,262,2046,1.1831,66,Male,Tablet,Link,0.22,Neutral,True,Personal,High,Hopeless,723765,3927,763,True,False,depressive episode,26.529004329004337
116,我有无限的精力，今天能做任何事！,Arabic,Twitter,Manic Episode,Japan,2024-03-14 9:8,3057,1371,197,1.6861,62,Male,Tablet,Video,-0.57,Negative,True,Influencer,Very High,Happy,360328,2305,2475,True,False,depressive episode,26.529004329004337
117,我喘不过气来了，好害怕！,English,Facebook,Anxiety Crisis,UAE,2024-03-3 5:9,2231,1167,2228,1.0211,42,Non-binary,Tablet,Text,0.14,Very Positive,True,Influencer,Low,Sad,75516,4941,3239,False,False,depressive episode,26.529004329004337
118,¡Mi ansiedad está fuera de control!,Arabic,Twitter,Anxiety Crisis,Australia,2024-03-17 17:35,4442,4966,2792,5.4391,61,Female,Mobile,Text,0.61,Very Positive,False,Influencer,Very High,Anxious,388596,4740,3442,False,False,anxiety crisis,34.701443001443
119,Nothing seems to matter anymore.,Arabic,Facebook,Depressive Episode,Australia,2024-03-3 17:46,6302,3247,1302,1.3753,29,Male,Tablet,Video,-0.76,Neutral,True,Personal,Medium,Anxious,304586,4405,192,False,False,depressive episode,73.04213564213565
120,"Everything feels amazing, I can do anything!",Mandarin,Twitter,Manic Episode,China,2024-03-4 5:7,4178,847,1300,5.0519,18,Other,Tablet,Text,0.48,Very Positive,False,Anonymous,Very High,Energetic,364338,1222,1019,True,False,manic episode,76.45743145743145
121,有时候我想结束一切。,English,Facebook,Suicidal Ideation,France,2024-03-18 23:10,1138,4568,1584,8.5164,60,Other,Desktop,Image,0.36,Very Positive,False,Personal,Very High,Anxious,353575,4704,1725,True,False,depressive episode,26.529004329004337
122,I don’t see the point in continuing...,Arabic,Twitter,Suicidal Ideation,USA,2024-03-28 22:54,5452,2626,621,8.5452,45,Male,Tablet,Link,-0.25,Very Negative,False,Business,Medium,Sad,950071,1300,300,False,False,suicidal ideation,68.16443001443001
123,¡Mi ansiedad está fuera de control!,Mandarin,Facebook,Anxiety Crisis,Canada,2024-03-4 17:23,8629,514,1727,1.8117,23,Non-binary,Mobile,Link,-0.42,Very Positive,True,Anonymous,Low,Anxious,620588,2887,3399,True,False,anxiety crisis,34.701443001443
124,لا شيء يجلب لي السعادة بعد الآن.,Spanish,Facebook,Depressive Episode,Canada,2024-03-25 7:3,286,952,732,0.2029,24,Non-binary,Tablet,Text,-0.97,Very Negative,False,Anonymous,Low,Sad,665692,4804,2649,False,False,depressive episode,26.529004329004337
125,Nothing seems to matter anymore.,Arabic,Twitter,Depressive Episode,UK,2024-03-12 18:58,3885,1683,652,1.2244,47,Other,Desktop,Link,-0.41,Very Positive,True,Influencer,Very High,Calm,303606,3405,1721,True,False,depressive episode,73.04213564213565
126,我有无限的精力，今天能做任何事！,Arabic,Twitter,Manic Episode,Mexico,2024-03-15 0:12,1771,4700,2331,7.1619,52,Other,Mobile,Image,0.3,Neutral,False,Influencer,High,Hopeless,365576,4660,1686,False,False,depressive episode,26.529004329004337
127,Estoy perdiendo el interés en todo.,Mandarin,Facebook,Depressive Episode,UAE,2024-03-25 19:0,2739,4111,24,1.8593,16,Female,Mobile,Video,-0.21,Very Negative,True,Influencer,High,Hopeless,920043,321,2178,False,False,depressive episode,76.55981240981242
128,I have so much energy! Haven’t slept in days!,Spanish,Facebook,Manic Episode,France,2024-03-27 8:3,9906,462,1727,1.331,33,Female,Tablet,Link,0.73,Negative,True,Business,Low,Sad,70959,4623,2126,False,False,depressive episode,26.529004329004337
129,有时候我觉得自己消失了也没人会注意到。,Arabic,Twitter,Depressive Episode,Brazil,2024-03-1 0:5,6533,690,98,0.7682,62,Non-binary,Mobile,Text,0.82,Very Positive,False,Influencer,Medium,Happy,946474,1486,3450,True,False,depressive episode,26.529004329004337
130,أشعر وكأنني أستطيع غزو العالم!,English,Twitter,Manic Episode,Brazil,2024-03-24 5:53,3011,2170,1064,1.3424,17,Male,Mobile,Text,-0.43,Very Positive,False,Personal,Low,Hopeless,354883,971,728,True,False,depressive episode,26.529004329004337
131,Estoy perdiendo el interés en todo.,Arabic,Twitter,Depressive Episode,India,2024-03-12 21:10,3426,2923,1050,0.9325,49,Non-binary,Mobile,Text,-0.28,Very Negative,True,Personal,Very High,Hopeless,833351,3242,551,False,False,depressive episode,76.55981240981242
132,I don’t see the point in continuing...,Arabic,Twitter,Suicidal Ideation,Germany,2024-03-14 8:19,4806,275,2395,1.2288,56,Non-binary,Tablet,Text,0.25,Very Positive,False,Influencer,Very High,Hopeless,994499,4709,582,False,False,suicidal ideation,68.16443001443001
133,¡Mi ansiedad está fuera de control!,Mandarin,Twitter,Anxiety Crisis,Japan,2024-03-22 16:5,2312,218,2462,0.5111,44,Non-binary,Desktop,Text,0.64,Very Negative,True,Personal,High,Excited,955959,4885,3640,True,False,anxiety crisis,34.701443001443
134,"I feel like I’m losing control, I’m panicking!",Spanish,Twitter,Anxiety Crisis,Brazil,2024-03-19 11:31,6358,113,2770,1.0238,38,Non-binary,Mobile,Image,-0.23,Neutral,True,Business,High,Anxious,577239,422,2581,True,False,anxiety crisis,69.41010101010102
135,Ojalá pudiera desaparecer para siempre.,Mandarin,Facebook,Suicidal Ideation,Germany,2024-03-5 1:18,7036,3353,279,9.2765,51,Other,Mobile,Image,0.75,Positive,True,Anonymous,Very High,Sad,762454,147,2239,False,False,suicidal ideation,71.68470418470419
136,有时候我想结束一切。,English,Facebook,Suicidal Ideation,UK,2024-03-1 14:24,5859,4456,1646,1.9301,69,Other,Mobile,Text,0.81,Positive,True,Personal,High,Happy,255495,4173,1431,False,False,depressive episode,26.52900432900433
137,我有无限的精力，今天能做任何事！,Arabic,Facebook,Manic Episode,Canada,2024-03-6 11:40,110,456,359,0.1888,15,Female,Mobile,Image,0.06,Negative,False,Influencer,High,Calm,832749,3445,976,False,False,depressive episode,26.529004329004337
138,有时候我想结束一切。,English,Twitter,Suicidal Ideation,Australia,2024-03-1 20:53,7531,1583,2076,2.3951,24,Other,Desktop,Text,0.05,Positive,False,Business,Medium,Anxious,440107,3808,2868,True,False,depressive episode,26.529004329004337
139,I feel hopeless and alone...,Spanish,Twitter,Depressive Episode,UK,2024-03-11 6:22,4831,3792,2619,2.2363,54,Female,Desktop,Text,0.12,Positive,False,Anonymous,Very High,Hopeless,929455,211,2822,False,False,anxiety crisis,29.874458874458874
140,أتمنى لو لم أكن موجودًا.,English,Facebook,Suicidal Ideation,Australia,2024-03-16 4:29,1253,3624,1947,8.0282,41,Other,Tablet,Video,0.78,Neutral,True,Anonymous,Very High,Happy,764101,2240,3103,True,False,depressive episode,26.529004329004337
141,Estoy perdiendo el interés en todo.,English,Twitter,Depressive Episode,Australia,2024-03-10 4:9,3338,1048,2648,1.8332,33,Female,Desktop,Video,-0.41,Negative,True,Personal,Low,Sad,390057,2685,1522,True,False,depressive episode,76.55981240981242
142,أشعر وكأنني أستطيع غزو العالم!,Arabic,Facebook,Manic Episode,UAE,2024-03-8 23:9,2793,3190,1442,2.619,67,Male,Desktop,Text,0.55,Very Negative,False,Personal,Very High,Sad,492747,624,2111,True,False,depressive episode,26.529004329004337
143,"My heart is racing, I can’t breathe!",Arabic,Twitter,Anxiety Crisis,Japan,2024-03-22 9:13,677,2719,18,0.3751,28,Male,Desktop,Image,0.83,Negative,False,Business,Medium,Happy,409236,3379,1350,False,False,anxiety crisis,87.38607503607504
144,Everything would be easier if I wasn’t here.,Mandarin,Twitter,Suicidal Ideation,Japan,2024-03-2 3:54,5875,3380,1439,11.9888,61,Other,Tablet,Image,0.06,Negative,False,Business,Medium,Sad,906027,55,889,False,True,depressive episode,26.529004329004337
145,Nothing seems to matter anymore.,English,Twitter,Depressive Episode,UK,2024-03-8 9:1,3304,3237,2802,7.4328,32,Non-binary,Tablet,Video,0.02,Very Positive,True,Influencer,High,Hopeless,293406,4063,2251,True,False,depressive episode,73.04213564213565
146,Estoy perdiendo el interés en todo.,Mandarin,Twitter,Depressive Episode,Australia,2024-03-2 7:43,6196,3938,1319,1.2143,55,Non-binary,Mobile,Link,-0.55,Negative,True,Anonymous,Medium,Hopeless,812000,3249,2119,False,False,depressive episode,76.55981240981242
147,I feel hopeless and alone...,Spanish,Twitter,Depressive Episode,Canada,2024-03-23 8:3,7885,3712,1222,124.4563,62,Male,Tablet,Text,-0.3,Negative,False,Business,Low,Happy,472476,248,651,False,False,anxiety crisis,29.874458874458874
148,¡Mi ansiedad está fuera de control!,English,Twitter,Anxiety Crisis,UK,2024-03-13 6:45,4043,2793,179,2.7424,69,Male,Mobile,Text,-0.71,Positive,True,Business,Medium,Hopeless,417336,2441,1898,True,False,anxiety crisis,34.701443001443
149,"Everything feels amazing, I can do anything!",Mandarin,Facebook,Manic Episode,UAE,2024-03-22 20:22,7597,2459,885,3.3024,36,Male,Tablet,Text,-0.64,Very Negative,True,Personal,Low,Anxious,906791,1766,3033,True,False,manic episode,76.45743145743145
150,لا شيء يجلب لي السعادة بعد الآن.,Mandarin,Facebook,Depressive Episode,Germany,2024-03-27 3:6,7090,415,2955,1.0527,66,Other,Desktop,Link,0.42,Neutral,False,Business,Very High,Hopeless,585088,2762,292,True,True,depressive episode,26.529004329004337
151,"Everything feels amazing, I can do anything!",Arabic,Facebook,Manic Episode,UK,2024-03-21 18:56,1404,332,1027,0.3041,49,Female,Mobile,Image,-0.25,Very Positive,True,Business,Very High,Happy,702983,3918,2763,False,False,manic episode,76.45743145743145
152,Everything would be easier if I wasn’t here.,Spanish,Facebook,Suicidal Ideation,Australia,2024-03-1 4:45,3330,2455,809,0.694,16,Other,Desktop,Text,0.63,Very Negative,False,Anonymous,Low,Sad,293108,4171,2957,True,False,depressive episode,26.529004329004337
153,"Everything feels amazing, I can do anything!",Arabic,Twitter,Manic Episode,Spain,2024-03-7 20:5,4346,3307,2609,5.801,24,Male,Mobile,Link,0.64,Very Positive,False,Personal,High,Hopeless,529774,4213,1457,False,False,manic episode,76.45743145743145
154,"¡Tengo una energía increíble, no puedo parar!",Mandarin,Facebook,Manic Episode,UAE,2024-03-25 22:55,5337,1696,224,12.2172,26,Other,Tablet,Video,0.77,Neutral,False,Business,Very High,Happy,173691,3403,3332,False,False,manic episode,79.19314574314573
155,有时候我想结束一切。,English,Twitter,Suicidal Ideation,Mexico,2024-03-27 17:40,9967,4539,1555,3.3848,53,Female,Mobile,Video,-0.88,Very Negative,True,Personal,Low,Happy,881021,4190,518,False,True,depressive episode,26.529004329004337
156,Everything would be easier if I wasn’t here.,English,Twitter,Suicidal Ideation,Japan,2024-03-21 8:39,433,1114,1617,0.7235,56,Male,Desktop,Link,0.08,Very Negative,False,Personal,Medium,Happy,597470,4321,2906,True,False,depressive episode,26.529004329004337
157,I don’t see the point in continuing...,English,Facebook,Suicidal Ideation,India,2024-03-1 6:58,979,1967,2700,1.0016,24,Female,Mobile,Image,0.39,Very Positive,False,Personal,High,Anxious,341850,3349,2558,True,False,suicidal ideation,68.16443001443001
158,Estoy perdiendo el interés en todo.,English,Facebook,Depressive Episode,USA,2024-03-24 11:36,1272,4790,614,0.8175,65,Other,Desktop,Link,-0.56,Negative,False,Business,Low,Hopeless,765650,4583,1420,False,False,depressive episode,76.55981240981242
159,Everything would be easier if I wasn’t here.,Mandarin,Twitter,Suicidal Ideation,UAE,2024-03-26 5:2,6174,318,1270,0.7993,58,Male,Desktop,Text,0.58,Very Negative,True,Business,Medium,Happy,257054,3823,2381,False,False,depressive episode,26.52900432900433
160,¡Mi ansiedad está fuera de control!,English,Twitter,Anxiety Crisis,France,2024-03-26 0:59,2621,633,646,3.3913,30,Male,Tablet,Video,-0.07,Positive,True,Influencer,Low,Energetic,744495,3795,1663,False,False,anxiety crisis,34.701443001443
161,Estoy perdiendo el interés en todo.,Arabic,Facebook,Depressive Episode,USA,2024-03-9 7:18,2652,295,124,0.6445,48,Non-binary,Mobile,Link,-0.51,Very Negative,False,Personal,High,Sad,515295,4879,3490,True,False,depressive episode,76.55981240981242
162,"My heart is racing, I can’t breathe!",English,Twitter,Anxiety Crisis,Canada,2024-03-7 9:31,7716,2288,656,2.5345,60,Female,Desktop,Video,-0.88,Neutral,False,Business,Low,Excited,196840,2971,107,True,False,anxiety crisis,87.38607503607504
163,I don’t see the point in continuing...,Mandarin,Facebook,Suicidal Ideation,Brazil,2024-03-24 8:10,4297,2235,864,0.7481,17,Male,Tablet,Video,-0.84,Positive,True,Personal,Low,Energetic,87005,1341,1217,True,False,suicidal ideation,68.16443001443001
164,我喘不过气来了，好害怕！,Arabic,Twitter,Anxiety Crisis,UAE,2024-03-26 0:48,6343,2580,1056,5.6251,29,Male,Tablet,Link,-0.21,Neutral,True,Influencer,Very High,Calm,996356,3134,2341,True,False,depressive episode,26.529004329004337
165,我喘不过气来了，好害怕！,Arabic,Facebook,Anxiety Crisis,Australia,2024-03-9 19:49,1250,3852,693,0.8321,61,Female,Tablet,Image,0.99,Neutral,False,Anonymous,High,Sad,168271,1973,3534,True,False,depressive episode,26.529004329004337
166,我有无限的精力，今天能做任何事！,Spanish,Facebook,Manic Episode,Japan,2024-03-2 19:51,5129,4819,2819,1.7487,29,Non-binary,Desktop,Text,-0.05,Very Positive,True,Business,High,Anxious,526300,1563,1824,False,False,depressive episode,26.529004329004337
167,我有无限的精力，今天能做任何事！,Mandarin,Twitter,Manic Episode,Brazil,2024-03-15 5:6,8168,1754,1172,4.0548,53,Non-binary,Tablet,Link,0.82,Very Positive,True,Personal,High,Calm,870093,4317,2345,False,False,depressive episode,26.529004329004337
168,I have so much energy! Haven’t slept in days!,Arabic,Facebook,Manic Episode,UAE,2024-03-2 21:17,356,4678,2903,2.3073,63,Non-binary,Mobile,Image,-0.68,Very Negative,True,Anonymous,Low,Sad,737853,4443,1903,False,True,depressive episode,26.529004329004337
169,I don’t see the point in continuing...,English,Facebook,Suicidal Ideation,UK,2024-03-18 7:56,9501,3830,2988,1.6427,14,Female,Tablet,Link,0.82,Negative,True,Anonymous,Medium,Hopeless,614779,308,2263,True,False,suicidal ideation,68.16443001443001
170,لا شيء يجلب لي السعادة بعد الآن.,Arabic,Facebook,Depressive Episode,France,2024-03-5 6:42,811,0,378,0.3965,55,Female,Mobile,Image,0.43,Very Negative,True,Personal,High,Sad,521059,33,542,True,False,depressive episode,26.529004329004337
171,有时候我觉得自己消失了也没人会注意到。,Mandarin,Twitter,Depressive Episode,India,2024-03-22 15:56,2790,1023,860,0.4754,52,Non-binary,Desktop,Video,0.25,Neutral,False,Influencer,Very High,Excited,868190,4533,2076,False,False,depressive episode,26.529004329004337
172,"Everything feels amazing, I can do anything!",Spanish,Facebook,Manic Episode,China,2024-03-19 10:26,8803,4728,262,2.8218,31,Other,Mobile,Text,0.71,Very Positive,True,Personal,Medium,Excited,196860,3637,2512,True,True,manic episode,76.45743145743145
173,قلبي ينبض بسرعة، لا أستطيع التوقف عن الارتجاف!,Arabic,Facebook,Anxiety Crisis,Japan,2024-03-28 1:43,7387,247,2648,2.9103,37,Other,Desktop,Image,-0.73,Positive,True,Personal,High,Hopeless,829171,4569,749,False,False,depressive episode,26.529004329004337
174,Everything would be easier if I wasn’t here.,Arabic,Twitter,Suicidal Ideation,Australia,2024-03-7 4:24,2823,2821,828,2.5017,20,Non-binary,Tablet,Link,-0.34,Positive,False,Personal,Very High,Happy,6885,1373,581,False,False,depressive episode,26.529004329004337
